#chromosme	start	end	score	id	strand	anno_id	anno_source	distance
chrX	71545105	71545106	0.504859209060669	chrX:+:611	+	chrX:71544624:+:OGT	Gencode	482
chrX	71545443	71545444	1.5133743286132812	chrX:+:612	+	chrX:71544624:+:OGT	Gencode	820
chrX	71545465	71545466	6.244842886924744	chrX:+:613	+	chrX:71546280:+:OGT	Gencode	-814
chrX	71545487	71545488	0.5125816464424133	chrX:+:614	+	chrX:71546280:+:OGT	Gencode	-792
chrX	71546007	71546008	1.0802622437477112	chrX:+:615	+	chrX:71546280:+:OGT	Gencode	-272
chrX	71546265	71546266	2.2597327828407288	chrX:+:616	+	chrX:71546280:+:OGT	Gencode	-14
chrX	71546287	71546288	2.6962504386901855	chrX:+:617	+	chrX:71546280:+:OGT	Gencode	8
chrX	71546695	71546696	13.810591638088226	chrX:+:618	+	chrX:71546972:+:OGT	Intron	-276
chrX	71546961	71546962	3.2399044036865234	chrX:+:619	+	chrX:71546972:+:OGT	Intron	-10
chrX	71546970	71546971	0.5072643756866455	chrX:+:620	+	chrX:71546972:+:OGT	Intron	-1
chrX	71546993	71546994	2.170965611934662	chrX:+:621	+	chrX:71546972:+:OGT	Intron	22
chrX	71547329	71547330	7.451619327068329	chrX:+:622	+	chrX:71546972:+:OGT	Intron	358
chrX	71547438	71547439	0.500112771987915	chrX:+:623	+	chrX:71546972:+:OGT	Intron	467
chrX	71548453	71548454	1.0520793199539185	chrX:+:624	+	chrX:71546972:+:OGT	Intron	1482
chrX	71550811	71550812	13.553402125835419	chrX:+:625	+	chrX:71546972:+:OGT	Intron	3840
chrX	71554406	71554407	0.5115566849708557	chrX:+:626	+	chrX:71555214:+:OGT	Gencode	-807
chrX	71559423	71559424	6.686511158943176	chrX:+:627	+	chrX:71557047:+:OGT	Gencode	2377
chrX	71564786	71564787	0.5239431262016296	chrX:+:628	+	chrX:71563017:+:OGT	CDS	1770
chrX	71574662	71574663	1.5652410984039307	chrX:+:629	+	chrX:71574655:+:OGT	3'UTR(M)	8
chrX	71575121	71575122	2.0757651925086975	chrX:+:630	+	chrX:71575115:+:OGT	3'UTR(M)	7
chrX	71575869	71575870	40.641443848609924	chrX:+:631	+	chrX:71575892:+:OGT	3'UTR(L)	-22
chrX	72197543	72197544	31.32791793346405	chrX:+:632	+	chrX:72197545:+:PIN4	Intron	-1
chrX	72197620	72197621	8.137912958860397	chrX:+:633	+	chrX:72197635:+:PIN4	Intron	-14
chrX	73223587	73223588	1.0678411722183228	chrX:+:634	+	chrX:73223598:+:TOMM20P4	Pseudogene	-10
chrX	73223603	73223604	0.5004860162734985	chrX:+:635	+	chrX:73223598:+:TOMM20P4	Pseudogene	6
chrX	73223609	73223610	0.5377284288406372	chrX:+:636	+	chrX:73223598:+:TOMM20P4	Pseudogene	12
chrX	73223615	73223616	1.584329605102539	chrX:+:637	+	chrX:73223598:+:TOMM20P4	Pseudogene	18
chrX	73948928	73948929	1.5417298674583435	chrX:+:638	+	chrX:73948918:+:na	LncRNA(FANTOM5)	11
chrX	73957243	73957244	3.404601216316223	chrX:+:639	+	chrX:73957255:+:na	LncRNA(FANTOM5)	-11
chrX	73999823	73999824	1.0042188167572021	chrX:+:640	+	chrX:73999810:+:JPX	Gencode	14
chrX	73999954	73999955	0.5154231190681458	chrX:+:641	+	chrX:73999950:+:JPX	Gencode	5
chrX	74004537	74004538	13.704473078250885	chrX:+:642	+	chrX:74004542:+:JPX	Gencode	-4
chrX	74008049	74008050	5.284540474414825	chrX:+:643	+	chrX:74008316:+:na	LncRNA(FANTOM5)	-266
chrX	74008062	74008063	2.8628183603286743	chrX:+:644	+	chrX:74008316:+:na	LncRNA(FANTOM5)	-253
chrX	74008317	74008318	2.0663055777549744	chrX:+:645	+	chrX:74008316:+:na	LncRNA(FANTOM5)	2
chrX	74009580	74009581	0.5008075833320618	chrX:+:646	+	chrX:74008316:+:na	LncRNA(FANTOM5)	1265
chrX	74009586	74009587	1.6443362832069397	chrX:+:647	+	chrX:74008316:+:na	LncRNA(FANTOM5)	1271
chrX	74011537	74011538	13.827310383319855	chrX:+:648	+	chrX:74011881:+:na	LncRNA(FANTOM5)	-343
chrX	74012087	74012088	2.10165011882782	chrX:+:649	+	chrX:74012083:+:na	LncRNA(FANTOM5)	5
chrX	74012153	74012154	1.78050035238266	chrX:+:650	+	chrX:74012170:+:na	LncRNA(FANTOM5)	-16
chrX	75303834	75303835	2.8013364672660828	chrX:+:651	+	chrX:75303849:+:UPRT	3'UTR(M)	-14
chrX	75303869	75303870	2.754403293132782	chrX:+:652	+	chrX:75303849:+:UPRT	3'UTR(M)	21
chrX	75304009	75304010	0.5017492175102234	chrX:+:653	+	chrX:75303922:+:UPRT	Gencode	88
chrX	75304471	75304472	8.401703298091888	chrX:+:654	+	chrX:75304462:+:UPRT	3'UTR(M)	10
chrX	76178207	76178208	34.225339114665985	chrX:+:655	+	chrX:76178200:+:PBDC1	3'UTR(F)	8
chrX	76185695	76185696	5.739339292049408	chrX:+:656	+	chrX:76185940:+:PBDC1	3'UTR(M)	-244
chrX	77899591	77899592	1.0274459719657898	chrX:+:657	+	chrX:77903196:+:COX7B	Gencode	-3604
chrX	77899602	77899603	0.5163436532020569	chrX:+:658	+	chrX:77903196:+:COX7B	Gencode	-3593
chrX	77902971	77902972	1.1493114233016968	chrX:+:659	+	chrX:77903196:+:COX7B	Gencode	-224
chrX	77902993	77902994	2.0573705434799194	chrX:+:660	+	chrX:77903196:+:COX7B	Gencode	-202
chrX	77903006	77903007	1.5686879754066467	chrX:+:661	+	chrX:77903196:+:COX7B	Gencode	-189
chrX	77904865	77904866	2.265045464038849	chrX:+:662	+	chrX:77905255:+:COX7B	CDS	-389
chrX	77904885	77904886	2.63763165473938	chrX:+:663	+	chrX:77905255:+:COX7B	CDS	-369
chrX	77905363	77905364	39.20180994272232	chrX:+:664	+	chrX:77905385:+:COX7B	3'UTR(M)	-21
chrX	77905460	77905461	15.724850445985794	chrX:+:665	+	chrX:77905461:+:COX7B	Gencode	0
chrX	78118290	78118291	0.5105627179145813	chrX:+:666	+	chrX:78113844:+:PGK1	Gencode	4447
chrX	78118591	78118592	1.5343552231788635	chrX:+:667	+	chrX:78122903:+:PGK1	Gencode	-4311
chrX	78118631	78118632	1.042920470237732	chrX:+:668	+	chrX:78122903:+:PGK1	Gencode	-4271
chrX	78120394	78120395	1.6413100361824036	chrX:+:669	+	chrX:78122903:+:PGK1	Gencode	-2508
chrX	78120409	78120410	5.755762338638306	chrX:+:670	+	chrX:78122903:+:PGK1	Gencode	-2493
chrX	78120425	78120426	2.3047027587890625	chrX:+:671	+	chrX:78122903:+:PGK1	Gencode	-2477
chrX	78121481	78121482	1.0930888056755066	chrX:+:672	+	chrX:78122903:+:PGK1	Gencode	-1421
chrX	78121489	78121490	2.1027087569236755	chrX:+:673	+	chrX:78122903:+:PGK1	Gencode	-1413
chrX	78121514	78121515	9.0617595911026	chrX:+:674	+	chrX:78122903:+:PGK1	Gencode	-1388
chrX	78121898	78121899	3.8705838322639465	chrX:+:675	+	chrX:78122903:+:PGK1	Gencode	-1004
chrX	78126113	78126114	11.515662729740143	chrX:+:676	+	chrX:78126109:+:PGK1	3'UTR(M)	5
chrX	78126268	78126269	34.10445839166641	chrX:+:677	+	chrX:78126267:+:PGK1	3'UTR(M)	2
chrX	78126331	78126332	1.0784093141555786	chrX:+:678	+	chrX:78126335:+:PGK1	3'UTR(M)	-3
chrX	78126828	78126829	15.827615797519684	chrX:+:679	+	chrX:78126827:+:PGK1	3'UTR(M)	2
chrX	78126945	78126946	14.900648713111877	chrX:+:680	+	chrX:78126949:+:PGK1	3'UTR(M)	-3
chrX	78128729	78128730	3.9186858534812927	chrX:+:681	+	chrX:78128715:+:PGK1	3'UTR(M)	15
chrX	78129298	78129299	23.24625736474991	chrX:+:682	+	chrX:78129295:+:PGK1	3'UTR(M)	4
chrX	80930933	80930934	0.509412944316864	chrX:+:683	+	chrX:80930347:+:VDAC1P1	Gencode	587
chrX	80930937	80930938	1.0305944085121155	chrX:+:684	+	chrX:80930347:+:VDAC1P1	Gencode	591
chrX	81297707	81297708	4.18007504940033	chrX:+:685	+	chrX:81297699:+:SH3BGRL	3'UTR(M)	9
chrX	81298541	81298542	31.86714780330658	chrX:+:686	+	chrX:81298547:+:SH3BGRL	3'UTR(M)	-5
chrX	81682552	81682553	38.313780784606934	chrX:+:687	+	chrX:81682553:+:na	LncRNA(FANTOM5)	0
chrX	84756665	84756666	8.193001449108124	chrX:+:688	+	chrX:84756857:+:na	intergenic	-191
chrX	85087978	85087979	10.282306671142578	chrX:+:689	+	chrX:85087897:+:APOOL	3'UTR(M)	82
chrX	85088403	85088404	3.8285749554634094	chrX:+:690	+	chrX:85087897:+:APOOL	3'UTR(M)	507
chrX	85089063	85089064	22.668871760368347	chrX:+:691	+	chrX:85087897:+:APOOL	3'UTR(M)	1167
chrX	85089985	85089986	6.364696025848389	chrX:+:692	+	chrX:85087897:+:APOOL	3'UTR(M)	2089
chrX	85091303	85091304	4.165197670459747	chrX:+:693	+	chrX:85092283:+:APOOL	3'UTR(M)	-979
chrX	85092279	85092280	6.536222517490387	chrX:+:694	+	chrX:85092283:+:APOOL	3'UTR(M)	-3
chrX	85092921	85092922	17.508399724960327	chrX:+:695	+	chrX:85092924:+:APOOL	3'UTR(M)	-2
chrX	85093244	85093245	4.632231056690216	chrX:+:696	+	chrX:85093315:+:APOOL	3'UTR(L)	-70
chrX	85246354	85246355	6.162251591682434	chrX:+:697	+	chrX:85246089:+:ZNF711	Intron	266
chrX	85246898	85246899	1.6365033388137817	chrX:+:698	+	chrX:85246089:+:ZNF711	Intron	810
chrX	85273101	85273102	22.234008193016052	chrX:+:699	+	chrX:85273106:+:ZNF711	3'UTR(M)	-4
chrX	85273203	85273204	2.1428462266921997	chrX:+:700	+	chrX:85273200:+:ZNF711	3'UTR(M)	4
chrX	85273240	85273241	2.8131325244903564	chrX:+:701	+	chrX:85273234:+:ZNF711	3'UTR(M)	7
chrX	85273357	85273358	25.064662158489227	chrX:+:702	+	chrX:85273357:+:ZNF711	3'UTR(M)	1
chrX	97469831	97469832	15.151212453842163	chrX:+:703	+	chrX:97469835:+:DIAPH2	Gencode	-3
chrX	97604981	97604982	6.837598651647568	chrX:+:704	+	chrX:97604997:+:DIAPH2	3'UTR(L)	-15
chrX	100804253	100804254	8.580533385276794	chrX:+:705	+	chrX:100804230:+:na	intergenic	24
chrX	100840925	100840926	27.90390634536743	chrX:+:706	+	chrX:100840923:+:CSTF2	Gencode	3
chrX	100842631	100842632	2.5967106223106384	chrX:+:707	+	chrX:100842641:+:CSTF2	3'UTR(M)	-9
chrX	101159999	101160000	0.5646573901176453	chrX:+:708	+	chrX:101161593:+:CENPI	Intron	-1593
chrX	101163673	101163674	26.019295752048492	chrX:+:709	+	chrX:101163678:+:CENPI	3'UTR(M)	-4
chrX	101164247	101164248	1.5562061667442322	chrX:+:710	+	chrX:101164260:+:CENPI	3'UTR(M)	-12
chrX	101393836	101393837	0.5855039060115814	chrX:+:711	+	chrX:101393852:+:RPL36A	Gencode	-15
chrX	101393903	101393904	2.7442166209220886	chrX:+:712	+	chrX:101393852:+:RPL36A	Gencode	52
chrX	101395454	101395455	11.393740892410278	chrX:+:713	+	chrX:101395786:+:RPL36A	Gencode	-331
chrX	101395793	101395794	27.183848023414612	chrX:+:714	+	chrX:101395795:+:RPL36A	Gencode	-1
chrX	101395793	101395794	27.183848023414612	chrX:+:714	+	chrX:101395793:+:RPL36A	Gencode	1
chrX	101395849	101395850	1.089712381362915	chrX:+:715	+	chrX:101395869:+:RPL36A	3'UTR(M)	-19
chrX	101395856	101395857	1.5539848804473877	chrX:+:716	+	chrX:101395869:+:RPL36A	3'UTR(M)	-12
chrX	101395875	101395876	5.544259488582611	chrX:+:717	+	chrX:101395869:+:RPL36A	3'UTR(M)	7
chrX	101413457	101413458	2.1526407599449158	chrX:+:718	+	chrX:101413468:+:HNRNPH2	3'UTR(F)	-10
chrX	101413463	101413464	1.0434630513191223	chrX:+:719	+	chrX:101413468:+:HNRNPH2	3'UTR(F)	-4
chrX	101413469	101413470	1.0675908923149109	chrX:+:720	+	chrX:101413468:+:HNRNPH2	3'UTR(F)	2
chrX	101413476	101413477	0.5072439908981323	chrX:+:721	+	chrX:101413468:+:HNRNPH2	3'UTR(F)	9
chrX	101414130	101414131	40.38255137205124	chrX:+:722	+	chrX:101414133:+:HNRNPH2	3'UTR(M)	-2
chrX	101626307	101626308	2.635439932346344	chrX:+:723	+	chrX:101626316:+:ARMCX3	3'UTR(M)	-8
chrX	101626322	101626323	3.689300000667572	chrX:+:724	+	chrX:101626316:+:ARMCX3	3'UTR(M)	7
chrX	101626487	101626488	20.677815079689026	chrX:+:725	+	chrX:101626484:+:ARMCX3	3'UTR(M)	4
chrX	101627351	101627352	5.599817752838135	chrX:+:726	+	chrX:101627841:+:ARMCX3	Gencode	-489
chrX	101627831	101627832	41.223923087120056	chrX:+:727	+	chrX:101627841:+:ARMCX3	Gencode	-9
chrX	101629523	101629524	1.5543229579925537	chrX:+:728	+	chrX:101628523:+:ARMCX3	3'UTR(M)	1001
chrX	101633118	101633119	0.5200397372245789	chrX:+:729	+	chrX:101633666:+:ARMCX3	3'UTR(M)	-547
chrX	101638101	101638102	4.24673056602478	chrX:+:730	+	chrX:101638859:+:ARMCX3	3'UTR(M)	-757
chrX	102599646	102599647	0.5107421875	chrX:+:731	+	chrX:102603560:+:na	LncRNA(FANTOM5)	-3913
chrX	102601020	102601021	0.5105900764465332	chrX:+:732	+	chrX:102603560:+:na	LncRNA(FANTOM5)	-2539
chrX	102604138	102604139	8.107307463884354	chrX:+:733	+	chrX:102604153:+:ARMCX5	Gencode	-14
chrX	102605578	102605579	0.5056719183921814	chrX:+:734	+	chrX:102605892:+:ARMCX5-GPRASP2	Gencode	-313
chrX	102640308	102640309	0.5013811588287354	chrX:+:735	+	chrX:102640321:+:na	LncRNA(FANTOM5)	-12
chrX	102640311	102640312	0.5038792490959167	chrX:+:736	+	chrX:102640321:+:na	LncRNA(FANTOM5)	-9
chrX	102640317	102640318	0.5069936513900757	chrX:+:737	+	chrX:102640321:+:na	LncRNA(FANTOM5)	-3
chrX	102640323	102640324	1.5447018146514893	chrX:+:738	+	chrX:102640321:+:na	LncRNA(FANTOM5)	3
chrX	102962275	102962276	5.340616583824158	chrX:+:739	+	chrX:102962270:+:na	LncRNA(FANTOM5)	6
chrX	103358213	103358214	12.46540492773056	chrX:+:740	+	chrX:103358215:+:TCEAL9	3'UTR(M)	-1
chrX	103358462	103358463	26.53931713104248	chrX:+:741	+	chrX:103358462:+:TCEAL9	3'UTR(M)	1
chrX	103378102	103378103	50.73520565032959	chrX:+:742	+	chrX:103378077:+:BEX3	Gencode	26
chrX	103587190	103587191	0.5043880343437195	chrX:+:743	+	chrX:103587221:+:TCEAL4	CDS	-30
chrX	103587462	103587463	1.6101257801055908	chrX:+:744	+	chrX:103587481:+:TCEAL4	3'UTR(M)	-18
chrX	103587468	103587469	0.5151776671409607	chrX:+:745	+	chrX:103587481:+:TCEAL4	3'UTR(M)	-12
chrX	103587507	103587508	9.366720199584961	chrX:+:746	+	chrX:103587502:+:TCEAL4	Gencode	6
chrX	103587725	103587726	23.467071890830994	chrX:+:747	+	chrX:103587725:+:TCEAL4	Gencode	1
chrX	103630882	103630883	0.5142776966094971	chrX:+:748	+	chrX:103630953:+:TCEAL1	3'UTR(L)	-70
chrX	103630947	103630948	28.46268665790558	chrX:+:749	+	chrX:103630953:+:TCEAL1	3'UTR(L)	-5
chrX	103791110	103791111	0.502439022064209	chrX:+:750	+	chrX:103791052:+:PLP1	3'UTR(M)	59
chrX	103791112	103791113	0.5238865613937378	chrX:+:751	+	chrX:103791052:+:PLP1	3'UTR(M)	61
chrX	103791124	103791125	1.5984035730361938	chrX:+:752	+	chrX:103791052:+:PLP1	3'UTR(M)	73
chrX	103792372	103792373	13.606217503547668	chrX:+:753	+	chrX:103792372:+:PLP1	3'UTR(M)	1
chrX	103792546	103792547	2.673953354358673	chrX:+:754	+	chrX:103792616:+:PLP1	Gencode	-69
chrX	103792553	103792554	0.5001848340034485	chrX:+:755	+	chrX:103792616:+:PLP1	Gencode	-62
chrX	104191437	104191438	27.997780323028564	chrX:+:756	+	chrX:104191446:+:FAM199X	3'UTR(M)	-8
chrX	104192279	104192280	1.0600457787513733	chrX:+:757	+	chrX:104192715:+:FAM199X	3'UTR(M)	-435
chrX	104192697	104192698	1.0402273535728455	chrX:+:758	+	chrX:104192715:+:FAM199X	3'UTR(M)	-17
chrX	104192708	104192709	2.0778979063034058	chrX:+:759	+	chrX:104192715:+:FAM199X	3'UTR(M)	-6
chrX	104192717	104192718	1.0340324640274048	chrX:+:760	+	chrX:104192715:+:FAM199X	3'UTR(M)	3
chrX	104192722	104192723	0.5304002165794373	chrX:+:761	+	chrX:104192715:+:FAM199X	3'UTR(M)	8
chrX	104193238	104193239	0.500253438949585	chrX:+:762	+	chrX:104192715:+:FAM199X	3'UTR(M)	524
chrX	104193854	104193855	8.370520532131195	chrX:+:763	+	chrX:104193844:+:FAM199X	3'UTR(M)	11
chrX	104194075	104194076	0.5036354660987854	chrX:+:764	+	chrX:104194088:+:FAM199X	3'UTR(M)	-12
chrX	104194094	104194095	0.5944961607456207	chrX:+:765	+	chrX:104194088:+:FAM199X	3'UTR(M)	7
chrX	104194272	104194273	0.7203255891799927	chrX:+:766	+	chrX:104194175:+:FAM199X	3'UTR(M)	98
chrX	104195026	104195027	0.509627640247345	chrX:+:767	+	chrX:104195020:+:FAM199X	3'UTR(M)	7
chrX	104195122	104195123	0.5032927393913269	chrX:+:768	+	chrX:104195132:+:FAM199X	3'UTR(M)	-9
chrX	104195129	104195130	1.012354850769043	chrX:+:769	+	chrX:104195132:+:FAM199X	3'UTR(M)	-2
chrX	104195886	104195887	15.379733055830002	chrX:+:770	+	chrX:104195902:+:FAM199X	3'UTR(L)	-15
chrX	106008520	106008521	2.8793392181396484	chrX:+:771	+	chrX:105966089:+:na	intergenic	42432
chrX	106679059	106679060	0.5041819214820862	chrX:+:772	+	chrX:106679058:+:CXorf57	3'UTR(F)	2
chrX	106759985	106759986	20.381530821323395	chrX:+:773	+	chrX:106790205:+:RNF128	Gencode	-30219
chrX	106795807	106795808	14.034575998783112	chrX:+:774	+	chrX:106795824:+:RNF128	3'UTR(F)	-16
chrX	106796023	106796024	1.0419363379478455	chrX:+:775	+	chrX:106795824:+:RNF128	3'UTR(F)	200
chrX	106796232	106796233	0.5135406255722046	chrX:+:776	+	chrX:106795824:+:RNF128	3'UTR(F)	409
chrX	106796239	106796240	1.6038782000541687	chrX:+:777	+	chrX:106795824:+:RNF128	3'UTR(F)	416
chrX	106796245	106796246	2.0796581506729126	chrX:+:778	+	chrX:106795824:+:RNF128	3'UTR(F)	422
chrX	106796657	106796658	1.0411298871040344	chrX:+:779	+	chrX:106796993:+:RNF128	3'UTR(L)	-335
chrX	106796673	106796674	3.6989410519599915	chrX:+:780	+	chrX:106796993:+:RNF128	3'UTR(L)	-319
chrX	106796802	106796803	0.506408154964447	chrX:+:781	+	chrX:106796993:+:RNF128	3'UTR(L)	-190
chrX	106796875	106796876	23.959285974502563	chrX:+:782	+	chrX:106796993:+:RNF128	3'UTR(L)	-117
chrX	106797003	106797004	46.91538709402084	chrX:+:783	+	chrX:106796993:+:RNF128	3'UTR(L)	11
chrX	106850217	106850218	0.5065183639526367	chrX:+:784	+	chrX:106850231:+:TBC1D8B	CDS	-13
chrX	106866034	106866035	0.5040240287780762	chrX:+:785	+	chrX:106866862:+:TBC1D8B	Gencode	-827
chrX	106874552	106874553	6.311590731143951	chrX:+:786	+	chrX:106874552:+:TBC1D8B	3'UTR(M)	1
chrX	106876056	106876057	0.5028301477432251	chrX:+:787	+	chrX:106876051:+:TBC1D8B	3'UTR(M)	6
chrX	106876101	106876102	6.115917265415192	chrX:+:788	+	chrX:106876098:+:TBC1D8B	3'UTR(M)	4
chrX	107650065	107650066	2.0543127059936523	chrX:+:789	+	chrX:107650082:+:PRPS1	3'UTR(F)	-16
chrX	107650065	107650066	2.0543127059936523	chrX:+:789	+	chrX:107650050:+:PRPS1	Gencode	16
chrX	107651029	107651030	36.16247922182083	chrX:+:790	+	chrX:107651026:+:PRPS1	3'UTR(M)	4
chrX	108134409	108134410	3.2075427174568176	chrX:+:791	+	chrX:108150175:+:ATG4A	Gencode	-15765
chrX	108137983	108137984	1.525612473487854	chrX:+:792	+	chrX:108150175:+:ATG4A	Gencode	-12191
chrX	108154274	108154275	1.5884129405021667	chrX:+:793	+	chrX:108154284:+:ATG4A	3'UTR(M)	-9
chrX	108569651	108569652	0.5941639244556427	chrX:+:794	+	chrX:108569035:+:COL4A5	Gencode	617
chrX	108570167	108570168	1.0317203998565674	chrX:+:795	+	chrX:108569035:+:COL4A5	Gencode	1133
chrX	108570189	108570190	1.030068278312683	chrX:+:796	+	chrX:108569035:+:COL4A5	Gencode	1155
chrX	108570193	108570194	0.5009143948554993	chrX:+:797	+	chrX:108569035:+:COL4A5	Gencode	1159
chrX	108570535	108570536	2.932164430618286	chrX:+:798	+	chrX:108569035:+:COL4A5	Gencode	1501
chrX	108570541	108570542	0.514531672000885	chrX:+:799	+	chrX:108569035:+:COL4A5	Gencode	1507
chrX	108570597	108570598	5.3421502113342285	chrX:+:800	+	chrX:108569035:+:COL4A5	Gencode	1563
chrX	108570613	108570614	0.5022086501121521	chrX:+:801	+	chrX:108569035:+:COL4A5	Gencode	1579
chrX	108599129	108599130	1.0538898706436157	chrX:+:802	+	chrX:108599735:+:COL4A5	Intron	-605
chrX	108599132	108599133	0.5057237148284912	chrX:+:803	+	chrX:108599735:+:COL4A5	Intron	-602
chrX	108599710	108599711	1.6245530247688293	chrX:+:804	+	chrX:108599735:+:COL4A5	Intron	-24
chrX	108599742	108599743	0.5100540518760681	chrX:+:805	+	chrX:108599735:+:COL4A5	Intron	8
chrX	108600103	108600104	6.745486617088318	chrX:+:806	+	chrX:108600105:+:COL4A5	Intron	-1
chrX	108669685	108669686	16.724164843559265	chrX:+:807	+	chrX:108669688:+:COL4A5	Intron	-2
chrX	108672828	108672829	0.5400146245956421	chrX:+:808	+	chrX:108675759:+:COL4A5	Intron	-2930
chrX	108675755	108675756	2.209054410457611	chrX:+:809	+	chrX:108675759:+:COL4A5	Intron	-3
chrX	108675809	108675810	8.014214277267456	chrX:+:810	+	chrX:108675759:+:COL4A5	Intron	51
chrX	108676298	108676299	0.506060779094696	chrX:+:811	+	chrX:108675759:+:COL4A5	Intron	540
chrX	108677282	108677283	0.5105775892734528	chrX:+:812	+	chrX:108675759:+:COL4A5	Intron	1524
chrX	108677287	108677288	0.5207954943180084	chrX:+:813	+	chrX:108675759:+:COL4A5	Intron	1529
chrX	108677294	108677295	1.5949497818946838	chrX:+:814	+	chrX:108675759:+:COL4A5	Intron	1536
chrX	108696441	108696442	0.5200129151344299	chrX:+:815	+	chrX:108696447:+:COL4A5	3'UTR(F)	-5
chrX	108696699	108696700	0.5118202567100525	chrX:+:816	+	chrX:108696716:+:COL4A5	3'UTR(M)	-16
chrX	108696843	108696844	0.5064380764961243	chrX:+:817	+	chrX:108696860:+:COL4A5	3'UTR(M)	-16
chrX	108697039	108697040	3.8645306825637817	chrX:+:818	+	chrX:108697036:+:COL4A5	3'UTR(M)	4
chrX	108697303	108697304	3.301764488220215	chrX:+:819	+	chrX:108697142:+:COL4A5	3'UTR(M)	162
chrX	108697539	108697540	42.43366360664368	chrX:+:820	+	chrX:108697544:+:COL4A5	3'UTR(L)	-4
chrX	109542989	109542990	0.6287477910518646	chrX:+:821	+	chrX:109543003:+:NXT2	3'UTR(F)	-13
chrX	109543575	109543576	4.268838465213776	chrX:+:822	+	chrX:109543206:+:NXT2	Gencode	370
chrX	109543591	109543592	4.294754087924957	chrX:+:823	+	chrX:109543206:+:NXT2	Gencode	386
chrX	109543745	109543746	1.114659070968628	chrX:+:824	+	chrX:109543206:+:NXT2	Gencode	540
chrX	109544364	109544365	0.5134454369544983	chrX:+:825	+	chrX:109544684:+:NXT2	Gencode	-319
chrX	109544689	109544690	33.01429069042206	chrX:+:826	+	chrX:109544684:+:NXT2	Gencode	6
chrX	110174315	110174316	2.6169291138648987	chrX:+:827	+	chrX:110173819:+:TMEM164	Intron	497
chrX	110174325	110174326	0.5030344724655151	chrX:+:828	+	chrX:110173819:+:TMEM164	Intron	507
chrX	110176909	110176910	1.0301478505134583	chrX:+:829	+	chrX:110177175:+:TMEM164	Intron	-265
chrX	110177189	110177190	1.0166017413139343	chrX:+:830	+	chrX:110177200:+:TMEM164	Intron	-10
chrX	110177206	110177207	1.6211206316947937	chrX:+:831	+	chrX:110177200:+:TMEM164	Intron	7
chrX	110177663	110177664	38.38800126314163	chrX:+:832	+	chrX:110177674:+:TMEM164	Intron	-10
chrX	111688129	111688130	10.387677013874054	chrX:+:833	+	chrX:111688132:+:ALG13	Gencode	-2
chrX	111688129	111688130	10.387677013874054	chrX:+:833	+	chrX:111688128:+:ALG13	Gencode	2
chrX	111688372	111688373	2.5983765721321106	chrX:+:834	+	chrX:111688254:+:ALG13	Gencode	119
chrX	111688795	111688796	19.503307223320007	chrX:+:835	+	chrX:111688800:+:na	LncRNA(FANTOM5)	-4
chrX	111708261	111708262	1.0896736979484558	chrX:+:836	+	chrX:111708166:+:ALG13	Gencode	96
chrX	111735072	111735073	0.504508912563324	chrX:+:837	+	chrX:111735083:+:ALG13	Gencode	-10
chrX	111760476	111760477	0.509123682975769	chrX:+:838	+	chrX:111760375:+:ALG13	Gencode	102
chrX	111760637	111760638	18.001273423433304	chrX:+:839	+	chrX:111760644:+:ALG13	Gencode	-6
chrX	115635051	115635052	3.8368467688560486	chrX:+:840	+	chrX:115634081:+:PLS3	Gencode	971
chrX	115649585	115649586	0.505403459072113	chrX:+:841	+	chrX:115649599:+:PLS3	3'UTR(F)	-13
chrX	115650187	115650188	7.545144855976105	chrX:+:842	+	chrX:115650203:+:PLS3	3'UTR(M)	-15
chrX	115650349	115650350	2.0822983980178833	chrX:+:843	+	chrX:115650360:+:PLS3	3'UTR(M)	-10
chrX	115650369	115650370	1.0753412544727325	chrX:+:844	+	chrX:115650360:+:PLS3	3'UTR(M)	10
chrX	115650501	115650502	0.521217942237854	chrX:+:845	+	chrX:115650512:+:PLS3	3'UTR(M)	-10
chrX	115650547	115650548	23.581899166107178	chrX:+:846	+	chrX:115650547:+:PLS3	3'UTR(M)	1
chrX	115650669	115650670	27.67367833852768	chrX:+:847	+	chrX:115650672:+:PLS3	3'UTR(M)	-2
chrX	116449230	116449231	1.5641793012619019	chrX:+:848	+	chrX:116458942:+:SLC6A14	Gencode	-9711
chrX	116455787	116455788	2.2901124358177185	chrX:+:849	+	chrX:116458942:+:SLC6A14	Gencode	-3154
chrX	116457085	116457086	1.6457651853561401	chrX:+:850	+	chrX:116458942:+:SLC6A14	Gencode	-1856
chrX	116457265	116457266	0.5031896233558655	chrX:+:851	+	chrX:116458942:+:SLC6A14	Gencode	-1676
chrX	116459123	116459124	16.23329770565033	chrX:+:852	+	chrX:116459125:+:SLC6A14	3'UTR(M)	-1
chrX	116459405	116459406	2.1599185466766357	chrX:+:853	+	chrX:116459125:+:SLC6A14	3'UTR(M)	281
chrX	116459635	116459636	2.1791271567344666	chrX:+:854	+	chrX:116459789:+:SLC6A14	3'UTR(M)	-153
chrX	116460185	116460186	1.0227869749069214	chrX:+:855	+	chrX:116460029:+:SLC6A14	3'UTR(M)	157
chrX	116461372	116461373	0.5166640877723694	chrX:+:856	+	chrX:116461458:+:SLC6A14	3'UTR(L)	-85
